DirectoryName (1)	Name	BaseName	CleanName	Has_Numbers				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	in_ (3).jpg	in_ (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	in_.jpg	in_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	in_l.jpg	in_l		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	in_po.jpg	in_po		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	in_W.jpg	in_W		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ipt_o.jpg	ipt_o		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Israe.jpg	Israe		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	is_ti.jpg	is_ti		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	is_tit.jpg	is_tit		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	it (2).jpg	it (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	it.jpg	it		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ithin.jpg	ithin		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ith_.jpg	ith_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	itte (2).jpg	itte (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	itte.jpg	itte		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ittee.jpg	ittee		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ived.jpg	ived		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Ja (2).jpg	Ja (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Ja.jpg	Ja		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Jam.jpg	Jam		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Jame.jpg	Jame		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	John.jpg	John		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Josep.jpg	Josep		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	k,_a (2).jpg	k,_a (2)		1				,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	k,_a.jpg	k,_a		0				,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	k_@_.jpg	k_@_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Ladd.jpg	Ladd		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	land.jpg	land		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	layto.jpg	layto		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	lelay.jpg	lelay		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	le_ (2).jpg	le_ (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	le_.jpg	le_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	le_Co (2).jpg	le_Co (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	le_Co.jpg	le_Co		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ller.jpg	ller		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	llme (2).jpg	llme (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	llme.jpg	llme		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	lsa_1.jpg	lsa_1		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	l_2nd.jpg	l_2nd		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	l_2nd_.jpg	l_2nd_		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	L_F.jpg	L_F		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Ma.jpg	Ma		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Mar.jpg	Mar		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	March.jpg	March		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Mare.jpg	Mare		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mer (2).jpg	mer (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mer.jpg	mer		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mes.jpg	mes		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Mi (2).jpg	Mi (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mi (3).jpg	mi (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mi.jpg	mi		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Mill.jpg	Mill		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Miller.jpg	Miller		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mit (2).jpg	mit (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mit (3).jpg	mit (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mit.jpg	mit		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mith.jpg	mith		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mm (2).jpg	mm (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mm.jpg	mm		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mon.jpg	mon		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Mood (2).jpg	Mood (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Mood.jpg	Mood		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mp.jpg	mp		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mple (2).jpg	mple (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	mple.jpg	mple		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Mr.jpg	Mr		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Mr_.jpg	Mr_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	m_Y.jpg	m_Y		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	N.H..jpg	N.H.		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	n._.jpg	n._		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	N._Joh.jpg	N._Joh		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	N._S.jpg	N._S		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	nd,_.jpg	nd,_		0				,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	nd..jpg	nd.		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	nd.jpg	nd		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ng $1.jpg	ng $1		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ng (2).jpg	ng (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ng (3).jpg	ng (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ng.jpg	ng		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ng_$1.jpg	ng_$1		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ng_.jpg	ng_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	niel (2).jpg	niel (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	niel.jpg	niel		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Noble.jpg	Noble		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Note.jpg	Note		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	No_309.jpg	No_309		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ns_N.jpg	ns_N		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	n_$ (2).jpg	n_$ (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	n_$.jpg	n_$		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	n_la.jpg	n_la		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	n_ti (2).jpg	n_ti (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	n_ti.jpg	n_ti		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	oble.jpg	oble		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	od_p (2).jpg	od_p (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	od_p.jpg	od_p		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	of_.jpg	of_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	of_jo.jpg	of_jo		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	of_N..jpg	of_N.		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	of_N.jpg	of_N		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	of_tem.jpg	of_tem		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ohnso.jpg	ohnso		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	om.jpg	om		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	on (2).jpg	on (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	on (3).jpg	on (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	on.jpg	on		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	on_ (2).jpg	on_ (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	on_.jpg	on_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	on_h.jpg	on_h		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	on_L.jpg	on_L		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	on_t.jpg	on_t		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ood_ (2).jpg	ood_ (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ood_.jpg	ood_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ork_@.jpg	ork_@		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	or_r.jpg	or_r		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ote_$.jpg	ote_$		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	oung_.jpg	oung_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Peter.jpg	Peter		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ph_.jpg	ph_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ple.jpg	ple		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ple_ (2).jpg	ple_ (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ple_ (3).jpg	ple_ (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ple_.jpg	ple_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Po.jpg	Po		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Por (2).jpg	Por (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Por.jpg	Por		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Pork (2).jpg	Pork (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Pork.jpg	Pork		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	pril.jpg	pril		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	pril_2 (2).jpg	pril_2 (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	pril_2.jpg	pril_2		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	pr_.jpg	pr_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	pr_r.jpg	pr_r		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	pt_.jpg	pt_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	pt_o.jpg	pt_o		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	rch_.jpg	rch_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Re (2).jpg	Re (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Re.jpg	Re		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	real.jpg	real		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Rec (2).jpg	Rec (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Rec (3).jpg	Rec (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Rec (4).jpg	Rec (4)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Rec.jpg	Rec		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	rece (2).jpg	rece (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Rece.jpg	Rece		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	recei (2).jpg	recei (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Recei (3).jpg	Recei (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Recei (4).jpg	Recei (4)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Recei.jpg	Recei		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	righa (2).jpg	righa (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	righa.jpg	righa		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ril_.jpg	ril_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	rk,_ (2).jpg	rk,_ (2)		1				,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	rk,_.jpg	rk,_		0				,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	r_$_.jpg	r_$_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	r_re.jpg	r_re		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	r_rec.jpg	r_rec		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	seph_.jpg	seph_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	sheb.jpg	sheb		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Smit.jpg	Smit		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	so_1s.jpg	so_1s		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	st_9.jpg	st_9		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	s_No.jpg	s_No		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	s_pr_.jpg	s_pr_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	s_tith (2).jpg	s_tith (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	s_tith.jpg	s_tith		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Te (2).jpg	Te (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Te.jpg	Te		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	tee.jpg	tee		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	tee_.jpg	tee_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Tem (2).jpg	Tem (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Tem.jpg	Tem		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Temp.jpg	Temp		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ter_F.jpg	ter_F		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	te_$.jpg	te_$		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	thin.jpg	thin		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	thing (2).jpg	thing (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	thing (3).jpg	thing (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	thing (4).jpg	thing (4)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	thing..jpg	thing.		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	thing.jpg	thing		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	thshe.jpg	thshe		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	th_.jpg	th_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	th_10.jpg	th_10		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	th_1_.jpg	th_1_		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	tithi (2).jpg	tithi (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	tithi.jpg	tithi		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	tithin (2).jpg	tithin (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	tithin (3).jpg	tithin (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	tithin.jpg	tithin		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	tons_.jpg	tons_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ttee.jpg	ttee		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ttee_.jpg	ttee_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	t_9.jpg	t_9		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	t_of_ (2).jpg	t_of_ (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	t_of_.jpg	t_of_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ugus.jpg	ugus		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ull.jpg	ull		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ullm.jpg	ullm		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ust.jpg	ust		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	ved.jpg	ved		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	veive.jpg	veive		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Wor.jpg	Wor		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Work.jpg	Work		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Youn (2).jpg	Youn (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	Youn.jpg	Youn		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	yton.jpg	yton		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	[ (2).jpg	[ (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	[ (3).jpg	[ (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	[ (4).jpg	[ (4)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	[ (5).jpg	[ (5)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated	[.jpg	[		0				,,,,,
