C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\buyi (2).jpg,buyi (2).jpg,buyi (2),buyi ,6,buyi 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\buyi.jpg,buyi.jpg,buyi,#VALUE!,0,buyi
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Ca (2).jpg,Ca (2).jpg,Ca (2),Ca ,4,Ca 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Ca.jpg,Ca.jpg,Ca,#VALUE!,0,Ca
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Cap (2).jpg,Cap (2).jpg,Cap (2),Cap ,5,Cap 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Cap (3).jpg,Cap (3).jpg,Cap (3),Cap ,5,Cap 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Cap (4).jpg,Cap (4).jpg,Cap (4),Cap ,5,Cap 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Cap.jpg,Cap.jpg,Cap,#VALUE!,0,Cap
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Capt (2).jpg,Capt (2).jpg,Capt (2),Capt ,6,Capt 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Capt (3).jpg,Capt (3).jpg,Capt (3),Capt ,6,Capt 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Capt (4).jpg,Capt (4).jpg,Capt (4),Capt ,6,Capt 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Capt.jpg,Capt.jpg,Capt,#VALUE!,0,Capt
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\cate (2).jpg,cate (2).jpg,cate (2),cate ,6,cate 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\cate.jpg,cate.jpg,cate,#VALUE!,0,cate
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ceip (2).jpg,ceip (2).jpg,ceip (2),ceip ,6,ceip 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ceip (3).jpg,ceip (3).jpg,ceip (3),ceip ,6,ceip 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ceip (4).jpg,ceip (4).jpg,ceip (4),ceip ,6,ceip 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ceip (5).jpg,ceip (5).jpg,ceip (5),ceip ,6,ceip 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ceip (6).jpg,ceip (6).jpg,ceip (6),ceip ,6,ceip 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ceip.jpg,ceip.jpg,ceip,#VALUE!,0,ceip
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ceipt (2).jpg,ceipt (2).jpg,ceipt (2),ceipt ,7,ceipt 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ceipt.jpg,ceipt.jpg,ceipt,#VALUE!,0,ceipt
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ceiv (2).jpg,ceiv (2).jpg,ceiv (2),ceiv ,6,ceiv 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ceiv (3).jpg,ceiv (3).jpg,ceiv (3),ceiv ,6,ceiv 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ceiv (4).jpg,ceiv (4).jpg,ceiv (4),ceiv ,6,ceiv 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ceiv (5).jpg,ceiv (5).jpg,ceiv (5),ceiv ,6,ceiv 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ceiv (6).jpg,ceiv (6).jpg,ceiv (6),ceiv ,6,ceiv 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ceiv.jpg,ceiv.jpg,ceiv,#VALUE!,0,ceiv
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\cent (2).jpg,cent (2).jpg,cent (2),cent ,6,cent 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\cent.jpg,cent.jpg,cent,#VALUE!,0,cent
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\cern (2).jpg,cern (2).jpg,cern (2),cern ,6,cern 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\cern.jpg,cern.jpg,cern,#VALUE!,0,cern
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Cert (2).jpg,Cert (2).jpg,Cert (2),Cert ,6,Cert 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Cert.jpg,Cert.jpg,Cert,#VALUE!,0,Cert
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\chi (2).jpg,chi (2).jpg,chi (2),chi ,5,chi 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\chi (3).jpg,chi (3).jpg,chi (3),chi ,5,chi 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\chi (4).jpg,chi (4).jpg,chi (4),chi ,5,chi 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\chi (5).jpg,chi (5).jpg,chi (5),chi ,5,chi 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\chi (6).jpg,chi (6).jpg,chi (6),chi ,5,chi 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\chi.jpg,chi.jpg,chi,#VALUE!,0,chi
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ching (2).jpg,ching (2).jpg,ching (2),ching ,7,ching 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ching.jpg,ching.jpg,ching,#VALUE!,0,ching
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ch_2 (2).jpg,ch_2 (2).jpg,ch_2 (2),ch_2 ,6,ch_2 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ch_2.jpg,ch_2.jpg,ch_2,#VALUE!,0,ch_2
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\cil_ (2).jpg,cil_ (2).jpg,cil_ (2),cil_ ,6,cil_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\cil_.jpg,cil_.jpg,cil_,#VALUE!,0,cil_
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ckw (2).jpg,ckw (2).jpg,ckw (2),ckw ,5,ckw 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ckw.jpg,ckw.jpg,ckw,#VALUE!,0,ckw
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ck_ (2).jpg,ck_ (2).jpg,ck_ (2),ck_ ,5,ck_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ck_.jpg,ck_.jpg,ck_,#VALUE!,0,ck_
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Co (2).jpg,Co (2).jpg,Co (2),Co ,4,Co 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Co (3).jpg,Co (3).jpg,Co (3),Co ,4,Co 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Co (4).jpg,Co (4).jpg,Co (4),Co ,4,Co 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Co.jpg,Co.jpg,Co,#VALUE!,0,Co
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Com (2).jpg,Com (2).jpg,Com (2),Com ,5,Com 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Com (3).jpg,Com (3).jpg,Com (3),Com ,5,Com 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Com (4).jpg,Com (4).jpg,Com (4),Com ,5,Com 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Com (5).jpg,Com (5).jpg,Com (5),Com ,5,Com 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Com (6).jpg,Com (6).jpg,Com (6),Com ,5,Com 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Com.jpg,Com.jpg,Com,#VALUE!,0,Com
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\conce (2).jpg,conce (2).jpg,conce (2),conce ,7,conce 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\conce.jpg,conce.jpg,conce,#VALUE!,0,conce
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Cow (2).jpg,Cow (2).jpg,Cow (2),Cow ,5,Cow 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Cow.jpg,Cow.jpg,Cow,#VALUE!,0,Cow
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ctfu (2).jpg,ctfu (2).jpg,ctfu (2),ctfu ,6,ctfu 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ctfu.jpg,ctfu.jpg,ctfu,#VALUE!,0,ctfu
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ction (2).jpg,ction (2).jpg,ction (2),ction ,7,ction 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ction.jpg,ction.jpg,ction,#VALUE!,0,ction
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ctober (2).jpg,ctober (2).jpg,ctober (2),ctober ,8,ctober 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ctober.jpg,ctober.jpg,ctober,#VALUE!,0,ctober
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\cts (2).jpg,cts (2).jpg,cts (2),cts ,5,cts 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\cts.jpg,cts.jpg,cts,#VALUE!,0,cts
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\cts_in (2).jpg,cts_in (2).jpg,cts_in (2),cts_in ,8,cts_in 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\cts_in.jpg,cts_in.jpg,cts_in,#VALUE!,0,cts_in
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d (2).jpg,d (2).jpg,d (2),d ,3,d 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d (3).jpg,d (3).jpg,d (3),d ,3,d 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d (4).jpg,d (4).jpg,d (4),d ,3,d 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d (5).jpg,d (5).jpg,d (5),d ,3,d 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d (6).jpg,d (6).jpg,d (6),d ,3,d 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d.jpg,d.jpg,d,#VALUE!,0,d
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d._ (2).jpg,d._ (2).jpg,d._ (2),d._ ,5,d._ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d._.jpg,d._.jpg,d._,#VALUE!,0,d._
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\da (2).jpg,da (2).jpg,da (2),da ,4,da 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\da.jpg,da.jpg,da,#VALUE!,0,da
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Dan (2).jpg,Dan (2).jpg,Dan (2),Dan ,5,Dan 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Dan (3).jpg,Dan (3).jpg,Dan (3),Dan ,5,Dan 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Dan (4).jpg,Dan (4).jpg,Dan (4),Dan ,5,Dan 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\Dan.jpg,Dan.jpg,Dan,#VALUE!,0,Dan
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\date (2).jpg,date (2).jpg,date (2),date ,6,date 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\date.jpg,date.jpg,date,#VALUE!,0,date
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\day_ (2).jpg,day_ (2).jpg,day_ (2),day_ ,6,day_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\day_.jpg,day_.jpg,day_,#VALUE!,0,day_
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ddi (2).jpg,ddi (2).jpg,ddi (2),ddi ,5,ddi 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ddi.jpg,ddi.jpg,ddi,#VALUE!,0,ddi
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ddle (2).jpg,ddle (2).jpg,ddle (2),ddle ,6,ddle 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ddle.jpg,ddle.jpg,ddle,#VALUE!,0,ddle
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\de (2).jpg,de (2).jpg,de (2),de ,4,de 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\de.jpg,de.jpg,de,#VALUE!,0,de
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dea (2).jpg,dea (2).jpg,dea (2),dea ,5,dea 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dea.jpg,dea.jpg,dea,#VALUE!,0,dea
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ders (2).jpg,ders (2).jpg,ders (2),ders ,6,ders 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ders.jpg,ders.jpg,ders,#VALUE!,0,ders
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\de_ (2).jpg,de_ (2).jpg,de_ (2),de_ ,5,de_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\de_.jpg,de_.jpg,de_,#VALUE!,0,de_
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dien (2).jpg,dien (2).jpg,dien (2),dien ,6,dien 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dien.jpg,dien.jpg,dien,#VALUE!,0,dien
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dit (2).jpg,dit (2).jpg,dit (2),dit ,5,dit 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dit.jpg,dit.jpg,dit,#VALUE!,0,dit
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dle+$ (2).jpg,dle+$ (2).jpg,dle+$ (2),dle+$ ,7,dle+$ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dle+$.jpg,dle+$.jpg,dle+$,#VALUE!,0,dle+$
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dm (2).jpg,dm (2).jpg,dm (2),dm ,4,dm 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dm.jpg,dm.jpg,dm,#VALUE!,0,dm
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dra (2).jpg,dra (2).jpg,dra (2),dra ,5,dra 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dra.jpg,dra.jpg,dra,#VALUE!,0,dra
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dren (2).jpg,dren (2).jpg,dren (2),dren ,6,dren 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dren (3).jpg,dren (3).jpg,dren (3),dren ,6,dren 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dren (4).jpg,dren (4).jpg,dren (4),dren ,6,dren 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dren (5).jpg,dren (5).jpg,dren (5),dren ,6,dren 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dren (6).jpg,dren (6).jpg,dren (6),dren ,6,dren 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\dren.jpg,dren.jpg,dren,#VALUE!,0,dren
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_ (2).jpg,d_ (2).jpg,d_ (2),d_ ,4,d_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_ (3).jpg,d_ (3).jpg,d_ (3),d_ ,4,d_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_ (4).jpg,d_ (4).jpg,d_ (4),d_ ,4,d_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_ (5).jpg,d_ (5).jpg,d_ (5),d_ ,4,d_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_ (6).jpg,d_ (6).jpg,d_ (6),d_ ,4,d_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_.jpg,d_.jpg,d_,#VALUE!,0,d_
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_a (2).jpg,d_a (2).jpg,d_a (2),d_a ,5,d_a 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_a.jpg,d_a.jpg,d_a,#VALUE!,0,d_a
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_b (2).jpg,d_b (2).jpg,d_b (2),d_b ,5,d_b 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_b (3).jpg,d_b (3).jpg,d_b (3),d_b ,5,d_b 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_b (4).jpg,d_b (4).jpg,d_b (4),d_b ,5,d_b 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_B (5).jpg,d_B (5).jpg,d_B (5),d_B ,5,d_B 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_B (6).jpg,d_B (6).jpg,d_B (6),d_B ,5,d_B 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_B (7).jpg,d_B (7).jpg,d_B (7),d_B ,5,d_B 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_B (8).jpg,d_B (8).jpg,d_B (8),d_B ,5,d_B 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_b.jpg,d_b.jpg,d_b,#VALUE!,0,d_b
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_o (2).jpg,d_o (2).jpg,d_o (2),d_o ,5,d_o 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_o.jpg,d_o.jpg,d_o,#VALUE!,0,d_o
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_of (2).jpg,d_of (2).jpg,d_of (2),d_of ,6,d_of 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_of (3).jpg,d_of (3).jpg,d_of (3),d_of ,6,d_of 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_of (4).jpg,d_of (4).jpg,d_of (4),d_of ,6,d_of 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_of (5).jpg,d_of (5).jpg,d_of (5),d_of ,6,d_of 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_of (6).jpg,d_of (6).jpg,d_of (6),d_of ,6,d_of 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_of (7).jpg,d_of (7).jpg,d_of (7),d_of ,6,d_of 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_of (8).jpg,d_of (8).jpg,d_of (8),d_of ,6,d_of 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_of.jpg,d_of.jpg,d_of,#VALUE!,0,d_of
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_St (2).jpg,d_St (2).jpg,d_St (2),d_St ,6,d_St 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_St (3).jpg,d_St (3).jpg,d_St (3),d_St ,6,d_St 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_St (4).jpg,d_St (4).jpg,d_St (4),d_St ,6,d_St 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_St.jpg,d_St.jpg,d_St,#VALUE!,0,d_St
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_t (2).jpg,d_t (2).jpg,d_t (2),d_t ,5,d_t 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\d_t.jpg,d_t.jpg,d_t,#VALUE!,0,d_t
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\e (10).jpg,e (10).jpg,e (10),e ,3,e 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\e (2).jpg,e (2).jpg,e (2),e ,3,e 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\e (3).jpg,e (3).jpg,e (3),e ,3,e 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\e (4).jpg,e (4).jpg,e (4),e ,3,e 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\E (5).jpg,E (5).jpg,E (5),E ,3,E 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\E (6).jpg,E (6).jpg,E (6),E ,3,E 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\E (7).jpg,E (7).jpg,E (7),E ,3,E 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\E (8).jpg,E (8).jpg,E (8),E ,3,E 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\e (9).jpg,e (9).jpg,e (9),e ,3,e 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\e,e,#VALUE!,#VALUE!,0,#VALUE!
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\e,e,#VALUE!,#VALUE!,0,#VALUE!
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\e,e,#VALUE!,#VALUE!,0,#VALUE!
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\e,e,#VALUE!,#VALUE!,0,#VALUE!
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\e.jpg,e.jpg,e,#VALUE!,0,e
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\e._A (2).jpg,e._A (2).jpg,e._A (2),e._A ,6,e._A 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\e._A.jpg,e._A.jpg,e._A,#VALUE!,0,e._A
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\eal (2).jpg,eal (2).jpg,eal (2),eal ,5,eal 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\eal (3).jpg,eal (3).jpg,eal (3),eal ,5,eal 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\eal (4).jpg,eal (4).jpg,eal (4),eal ,5,eal 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\eal.jpg,eal.jpg,eal,#VALUE!,0,eal
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ear (2).jpg,ear (2).jpg,ear (2),ear ,5,ear 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ear.jpg,ear.jpg,ear,#VALUE!,0,ear
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\eart (2).jpg,eart (2).jpg,eart (2),eart ,6,eart 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\eart.jpg,eart.jpg,eart,#VALUE!,0,eart
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\eath (2).jpg,eath (2).jpg,eath (2),eath ,6,eath 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\eath.jpg,eath.jpg,eath,#VALUE!,0,eath
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\eba_ (2).jpg,eba_ (2).jpg,eba_ (2),eba_ ,6,eba_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\eba_.jpg,eba_.jpg,eba_,#VALUE!,0,eba_
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ece (2).jpg,ece (2).jpg,ece (2),ece ,5,ece 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ece.jpg,ece.jpg,ece,#VALUE!,0,ece
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ecei (2).jpg,ecei (2).jpg,ecei (2),ecei ,6,ecei 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ecei.jpg,ecei.jpg,ecei,#VALUE!,0,ecei
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\eceip (2).jpg,eceip (2).jpg,eceip (2),eceip ,7,eceip 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\eceip.jpg,eceip.jpg,eceip,#VALUE!,0,eceip
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\eceiv (2).jpg,eceiv (2).jpg,eceiv (2),eceiv ,7,eceiv 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\eceiv.jpg,eceiv.jpg,eceiv,#VALUE!,0,eceiv
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ece_o (2).jpg,ece_o (2).jpg,ece_o (2),ece_o ,7,ece_o 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ece_o.jpg,ece_o.jpg,ece_o,#VALUE!,0,ece_o
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ectf (2).jpg,ectf (2).jpg,ectf (2),ectf ,6,ectf 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\ectf.jpg,ectf.jpg,ectf,#VALUE!,0,ectf
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\edie (2).jpg,edie (2).jpg,edie (2),edie ,6,edie 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\edie.jpg,edie.jpg,edie,#VALUE!,0,edie
