"DirectoryName","Name","BaseName"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","od_p.jpg","od_p"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","of_.jpg","of_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","of_jo.jpg","of_jo"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","of_N..jpg","of_N."
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","of_N.jpg","of_N"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","of_tem.jpg","of_tem"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ohnso.jpg","ohnso"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","om.jpg","om"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","on (2).jpg","on (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","on (3).jpg","on (3)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","on.jpg","on"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","on_ (2).jpg","on_ (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","on_.jpg","on_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","on_h.jpg","on_h"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","on_L.jpg","on_L"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","on_t.jpg","on_t"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ood_ (2).jpg","ood_ (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ood_.jpg","ood_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ork_@.jpg","ork_@"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","or_r.jpg","or_r"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ote_$.jpg","ote_$"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","oung_.jpg","oung_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Peter.jpg","Peter"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ph_.jpg","ph_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ple.jpg","ple"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ple_ (2).jpg","ple_ (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ple_ (3).jpg","ple_ (3)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ple_.jpg","ple_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Po.jpg","Po"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Por (2).jpg","Por (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Por.jpg","Por"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Pork (2).jpg","Pork (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Pork.jpg","Pork"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","pril.jpg","pril"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","pril_2 (2).jpg","pril_2 (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","pril_2.jpg","pril_2"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","pr_.jpg","pr_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","pr_r.jpg","pr_r"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","pt_.jpg","pt_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","pt_o.jpg","pt_o"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","rch_.jpg","rch_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Re (2).jpg","Re (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Re.jpg","Re"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","real.jpg","real"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Rec (2).jpg","Rec (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Rec (3).jpg","Rec (3)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Rec (4).jpg","Rec (4)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Rec.jpg","Rec"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","rece (2).jpg","rece (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Rece.jpg","Rece"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","recei (2).jpg","recei (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Recei (3).jpg","Recei (3)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Recei (4).jpg","Recei (4)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Recei.jpg","Recei"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","righa (2).jpg","righa (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","righa.jpg","righa"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ril_.jpg","ril_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","rk,_ (2).jpg","rk,_ (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","rk,_.jpg","rk,_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","r_$_.jpg","r_$_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","r_re.jpg","r_re"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","r_rec.jpg","r_rec"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","seph_.jpg","seph_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","sheb.jpg","sheb"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Smit.jpg","Smit"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","so_1s.jpg","so_1s"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","st_9.jpg","st_9"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","s_No.jpg","s_No"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","s_pr_.jpg","s_pr_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","s_tith (2).jpg","s_tith (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","s_tith.jpg","s_tith"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Te (2).jpg","Te (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Te.jpg","Te"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","tee.jpg","tee"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","tee_.jpg","tee_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Tem (2).jpg","Tem (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Tem.jpg","Tem"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Temp.jpg","Temp"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ter_F.jpg","ter_F"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","te_$.jpg","te_$"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","thin.jpg","thin"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","thing (2).jpg","thing (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","thing (3).jpg","thing (3)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","thing (4).jpg","thing (4)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","thing..jpg","thing."
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","thing.jpg","thing"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","thshe.jpg","thshe"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","th_.jpg","th_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","th_10.jpg","th_10"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","th_1_.jpg","th_1_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","tithi (2).jpg","tithi (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","tithi.jpg","tithi"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","tithin (2).jpg","tithin (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","tithin (3).jpg","tithin (3)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","tithin.jpg","tithin"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","tons_.jpg","tons_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ttee.jpg","ttee"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ttee_.jpg","ttee_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","t_9.jpg","t_9"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","t_of_ (2).jpg","t_of_ (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","t_of_.jpg","t_of_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ugus.jpg","ugus"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ull.jpg","ull"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ullm.jpg","ullm"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ust.jpg","ust"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","ved.jpg","ved"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","veive.jpg","veive"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Wor.jpg","Wor"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Work.jpg","Work"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Youn (2).jpg","Youn (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","Youn.jpg","Youn"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","yton.jpg","yton"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","[ (2).jpg","[ (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","[ (3).jpg","[ (3)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","[ (4).jpg","[ (4)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","[ (5).jpg","[ (5)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","[.jpg","["
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_$.jpg","_$"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_$100.jpg","_$100"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_$12..jpg","_$12."
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_$12.jpg","_$12"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_$2.jpg","_$2"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_$_10.jpg","_$_10"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_1 (2).jpg","_1 (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_1.jpg","_1"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_10.jpg","_10"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_12.jpg","_12"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_15.jpg","_15"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_150.jpg","_150"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_1_L.jpg","_1_L"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_1_sha.jpg","_1_sha"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_309.jpg","_309"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_A.jpg","_A"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Alm.jpg","_Alm"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Also_.jpg","_Also_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_as_.jpg","_as_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_as_p.jpg","_as_p"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Au.jpg","_Au"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Aug.jpg","_Aug"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Ba.jpg","_Ba"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Be (2).jpg","_Be (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Be.jpg","_Be"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Br.jpg","_Br"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Co.jpg","_Co"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Com (2).jpg","_Com (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Com.jpg","_Com"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Da (2).jpg","_Da (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Da.jpg","_Da"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_for $.jpg","_for $"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_for.jpg","_for"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Fu (2).jpg","_Fu (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Fu.jpg","_Fu"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Ha (2).jpg","_Ha (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_ha.jpg","_ha"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_hi.jpg","_hi"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_his (2).jpg","_his (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_his (3).jpg","_his (3)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_his.jpg","_his"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_his_ (2).jpg","_his_ (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_his_.jpg","_his_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Isr.jpg","_Isr"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Ja (2).jpg","_Ja (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Ja.jpg","_Ja"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_jose.jpg","_jose"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_la.jpg","_la"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_lan (2).jpg","_lan (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_lan.jpg","_lan"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_le (2).jpg","_le (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Le.jpg","_Le"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_lela.jpg","_lela"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_M.jpg","_M"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Ma.jpg","_Ma"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Mo (2).jpg","_Mo (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Mo.jpg","_Mo"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_N.H.jpg","_N.H"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_N._c.jpg","_N._c"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Na.jpg","_Na"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Nob.jpg","_Nob"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_of.jpg","_of"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_of_ (2).jpg","_of_ (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_of_ (3).jpg","_of_ (3)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_of_ (4).jpg","_of_ (4)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_of_ (5).jpg","_of_ (5)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_of_ (6).jpg","_of_ (6)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_of_ (7).jpg","_of_ (7)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_of_.jpg","_of_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_of_D.jpg","_of_D"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_of_t.jpg","_of_t"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Pet.jpg","_Pet"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_pr_ (2).jpg","_pr_ (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_pr_.jpg","_pr_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Re.jpg","_Re"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_rece.jpg","_rece"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_shar.jpg","_shar"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_tith (2).jpg","_tith (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_tith (3).jpg","_tith (3)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_tith (4).jpg","_tith (4)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_tith.jpg","_tith"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_Y.jpg","_Y"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_You (2).jpg","_You (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\104 - enlarged, rotated","_You.jpg","_You"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178",",_an.jpg",",_an"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","._I_.jpg","._I_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","ade.jpg","ade"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","affec.jpg","affec"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","aged.jpg","aged"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","ain.jpg","ain"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","an.jpg","an"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","and (2).jpg","and (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","and.jpg","and"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","appe.jpg","appe"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","are (2).jpg","are (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","are.jpg","are"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","are_.jpg","are_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","artr.jpg","artr"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","as_t.jpg","as_t"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","ath.jpg","ath"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","athe.jpg","athe"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","atio.jpg","atio"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","att.jpg","att"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","atte.jpg","atte"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","Aug.jpg","Aug"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","Augu (2).jpg","Augu (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","Augu.jpg","Augu"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","ay_2.jpg","ay_2"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","bedi.jpg","bedi"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","beg.jpg","beg"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","beg_ (2).jpg","beg_ (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","beg_ (3).jpg","beg_ (3)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","beg_.jpg","beg_"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","bu.jpg","bu"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","cent.jpg","cent"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","chi (2).jpg","chi (2)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","chi (3).jpg","chi (3)"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","chi.jpg","chi"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","ching.jpg","ching"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","ctfu.jpg","ctfu"
"C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178","ction.jpg","ction"
